BuildingNumber,StreetAddress,Landmark,Locality,City,State,PostalCode,Country
18,STRIAL PARK,NATRIP DHAR IN-MP IN 454775,,DHAR,MP,454775,India
,"ST FLOOR, STRIAL ESTATE, SECTOR3APHASE II NDUSTRIAL ESTATE",,SECTOR3APHASE,KARNAL,HR,132001,India
101,,,,ALWAR,RJ,301707,India
,,,,KRISHNA,AP,521340,India
S-688,"RD FUN CINEMA LANE, ST MUKTA, LANE",,,MUMBAI,MH,400058,India
,,,SARADANAGAR,VISAKHAPATNAM,AP,531001,India
7,STREET,,CHETTIYAR AGARAM MOORTHI NAGAR,CHENNAI,TN,600116,India
2037/B1,,,NEW COLONY,ERNAKULAM,KL,682025,India
,,,,JATNI,,752050,India
,ROAD,,,MUMBAI,MH,400067,India
,,,,CHENNAI,,600108,India
,,,,AMRITSAR,,143001,India
212,,E.S.I. HOSPITAL ERRAGADDA HYDERABAD IN-TS IN 500038,BHANU ENCLAVE,HYDERABAD,TS,500038,India
A-841,"STECH BUSINESS TOWER, SECTOR-66 CHANDIGARH SECTOR 65",,RUPNAGAR,CHANDIGARH,PB,160062,India
,ST FLOOR EASTERN WING THAPAR HOUSE 124 JANPATH,,,DELHI,DL,110001,India
,,,VENKATESWARA NAGAR,TIRUCHIRAPPALLI,TN,620012,India
,,,RUNGTA HOSPITAL MALVIYA NAGAR,JAIPUR,RJ,302017,India
,,,,GWALIOR,MP,475110,India
218,"RDAS ROAD, STERLING CENTER",,MOGRA VILLAGE OPP. OLD NAGAR,MUMBAI,MH,400069,India
42,"RD FLOOR, RD, ST CROSS RAGHAVENDRA RESIDENTIAL LYT GUBBALALA MAIN RD, CROSS RAGHAVENDRA RESIDENTIAL LYT GUBBALALA MAIN RD",,,BANGALORE,KA,560061,India
211,"ROAD NR METRO OVER BRIDGE VASTRAL RING ROAD CHAR RASTA, STRAL ROAD NR METRO OVER BRIDGE VASTRAL RING ROAD CHAR RASTA",,,AHMEDABAD,GJ,382418,India
,STATE,,,MUMBAI,MH,400011,India
E-18,STRIAL PARK,,,NALGONDA,TS,508207,India
D-11,,,,PUNE,MH,411019,India
,,,,PUNE,MH,412208,India
06,"ROAD, CROSS",AMRITA VIDYALAYAM,,BENGALURU,KA,560056,India
180,ROAD,,,MADURAI,TN,628501,India
,,,,JUNAGADH,,362037,India
211,,RAMESH SANDWICH,BEWAS CHOWK ULHASNAGAR,ULHASNAGAR,,421001,India
,ROAD,,,TIRUNELVELI,,627951,India
,ROAD I BLOCK ANNA,,923 17TH MAIN ROAD I BLOCK ANNA NAGAR,CHENNAI,,600040,India
,STREET,,,TIRUNELVELI,,627591,India
,,,,KOLKATA,WB,700006,India
,STHALI PUBLIC SCHOLL,,,DELHI,DL,110092,India
,ROAD,,,FIROZPUR,,152022,India
5173,RD FLOOR,,,SURAT,,395002,India
2,ROAD,,,BENGALURU,,560049,India
955/A,"RDEN, ROAD",MUMBAI AGRA ROAD,GOVIND NAGAR,MUMBAI,,422009,India
,ROAD,,ANAND NAGAR,AHMEDABAD,GJ,380015,India
,RD FLOOR,,,NEW DELHI,DL,110019,India
,,,,FARIDABAD,,121001,India
5-20/A,,,SHABU NAGAR,MIRYALAGUDA,TS,508207,India
,,,,MADURAI,TN,625009,India
A-45,"ST FLOOR, SECTOR-16 GAUTAM BUDDHA NAGAR NOIDA IN-UP IN 201301",,SECTOR-16 GAUTAM BUDDHA NAGAR,NOIDA,UP,201301,India
,,,,REWARI,HR,123303,India
1-146,,,,RAVULAPALEM,AP,533238,India
,,,,ERNAKULAM,KL,682025,India
,"ROAD, ST ROAD",MUMBAI UNIVERSITY,,MUMBAI,MH,400098,India
,STRIES,,,TILDA,CG,493221,India
8,"ROAD NO, STATE",KATHWADA G.I.D.C.,,AHMEDABAD,GJ,382430,India
,,,,NANDED,MH,431717,India
F-631,STHAN,,,ALWAR,RJ,301707,India
1631,,POOJA MANGAL KARYALAY CHIKHALI PUNE IN-MH IN 411062,,PUNE,MH,411062,India
21-22,,,,PUNE,MH,411019,India
1132,,,BLOCK6TH A MAIN 4TH CROSS BTM 4TH STAGE BANGALORE IN-KA IN 560076,BANGALORE,KA,560076,India
40,,,SANJIVIAH NAGAR,HYDERABAD,TS,500011,India
,,,,NASHIK,,422010,India
,,,,KHANDWA,MP,450001,India
,,,,GIDDALUR,AP,523357,India
,STRIAL ESTATE,,,MUMBAI,MH,400093,India
,,,,DHENKANAL,OD,759018,India
19,,TO KALIMANDIR TEMPLE RAJENDRANAGAR,SURYADEV COLONY,HYDERABAD,TS,500086,India
1125,,,,GANJAM,,761001,India
,STAND,BUS STAND,,KARKALA,KA,574227,India
,,,,KANPUR,,208001,India
58/59/8,,,,PUNE,MH,411019,India
,,,HARGOBIND ENCLAVE,DELHI,DL,110092,India
,,CHHAKARPUR CHOWKI GURGAON,BLOCK SUSHANT LOKNEAR CHHAKARPUR CHOWKI GURGAON,GURGAON,HR,122002,India
29,ROAD,,,BANGALORE,KA,560053,India
E-360,,,,BHIWADI,RJ,301019,India
A-6,,BISHOP HOUSE,,VASAI VIRAR,MH,401202,India
,,,,DEONJHAR,OD,758023,India
,,,,PITHORAGARH,UK,262501,India
C-790,SECTOR C MAHANAGAR,,SECTOR C MAHANAGAR,LUCKNOW,UP,226006,India
,,,,MUMBAI,MH,400020,India
307,,,,PUNE,MH,410501,India
205,,,,MUZAFFARNGAR,UP,251001,India
C-3,,,,DELHI,DL,110058,India
10,"RD NO., ROAD",,,KOLHAPUR,MH,416115,India
67,,,PLOT NO-(S.F) SHIVAJI ENCLAVE,NEW DELHI,DL,110027,India
,,,,MUMBAI,MH,400021,India
32,ST DELHI,,BALI NAGAR,DELHI,DL,110015,India
,"ST BLOCK, CROSS",,,BANGALORE,KA,560034,India
,,,VALLABH VIDYANAGAR,VALLABH VIDYANAGAR,GJ,388120,India
,"ROADSHAKTI MILL LANE, STRIAL ESTATE, LANE",,,MUMBAI,MH,400011,India
,"ROAD, STER ROAD",,PANAMPILLI NAGAR,KOCHI,KL,682036,India
,STRIAL ESTATE CHANDPUR,,,VARANASI,UP,221106,India
,ST,,,MUMBAI,MH,400028,India
1980,,PENOSH,,PUNE,MH,411048,India
,"ROAD, STRIES LTD RAGHUNADHAPALEM",,,SURYAPET,TS,508204,India
,CROSS,,,BANGALORE,KA,560055,India
,,,189 ENGINEERS ENCLAVE,DEHRADUN,UK,248001,India
A-11,,,,JAIPUR,,302015,India
C-485,STREET,,ASHOK NAGAR,CHENNAI,,600083,India
,,,,AHMEDABAD,,380009,India
,"ROAD, ST MARYS SCHOOL ROAD",,,TURA,,794101,India
1,"SECTOR 8-C, SECTOR 8 (CHANDGARH) CHANDIGARH IN-CH IN 60009",,SECTOR 8-C,CHANDIGARH,CH,160009,India
,,,SUSHANT LOK PHASE,GURUGRAM,,122009,India
,ROAD,,,COIMBATORE,TN,641025,India
A-14,,,,SURAT,,395009,India
143-B,ROAD,,CHHOLA GREEN PARK COLONY,BHOPAL,MP,462001,India
,,,,DURGAPUR,WB,713378,India
732A/2,,,,PUNE,MH,411037,India
1,,,,BONGAIGAON,,783392,India
,"ROAD, STATE",,,NEW DELHI,DL,110001,India
A-4,,,,FARIDABAD,,121001,India
198/PLOT,,SWARAJ PETROLINK SHENDRE IN-MH IN 415519,,SHENDRE,MH,415519,India
,,,23-64 KOTHAKOTA MAHABUB NAGAR,MAHABUB NAGAR,TS,509381,India
,,,,PRATAPGARH,,230131,India
,ROAD,,,AHMEDABAD,GJ,380060,India
30/1/2P1,ROAD SAMBARVARNI,PRAMUKH SANGATH SAMARVARNI ROAD SAMBARVARNI,,SILVASSA,,396240,India
,STIGE TECH PARK,,,BANGALORE,KA,560103,India
131,"ROAD, ROAD RHB",,SHIVA TEMPLE ROAD RHB COLONY,BANGALORE,KA,560048,India
,,,,CHANDRAPUR,MH,441206,India
,,,,. NAGAON ASSAM ADMINISTRATIVE OFFICE VILL CHAKITOP P.O. CHOTAHAIBAR NAGAON IN-AS IN 782001,AS,782001,India
,ST,,,KARUR,TN,639206,India
H-227,,,,SIWAN,BR,841506,India
28,SECTOR D L.I.E HATKANANGALE HATKANANGALE IN-MH IN 416109,,SECTOR D L.I.E HATKANANGALE HATKANANGALE IN-MH IN 416109,HATKANANGALE,MH,416109,India
A-19,ROAD,,VIDHYUT NAGAR,JAIPUR,RJ,302021,India
2,,,ND BLOCK JAYANAGAR,BANGALORE,KA,560011,India
48/02,,,SANGU NAGAR,ERODE,TN,638011,India
,SECTOR 4,,SECTOR 4,GURGAON,HR,122051,India
41,,,SECUNDERABAD HYDERABAD IN-TS IN 500009,HYDERABAD,TS,500009,India
D-205,,,,NEW DELHI,DL,110088,India
,"ROAD, ST",,,MUMBAI,MH,400093,India
17,SECTOR 3,,SECTOR 3,BANGALORE,KA,560102,India
,ST FLOOR,DLF CYBER CITY PHASE-II,TOWER C BUILDING 10DLF CYBER CITY PHASE,GURGAON,HR,122002,India
525/A2/2,,,,SURYAPET,TS,508201,India
9/1,ROAD GYANAPUSHPAM,,NO  IYYA SOLOMON ROAD GYANAPUSHPAM NAGAR,CHENNAI,TN,600103,India
181/1,STREET,,,CHENNAI,TN,600002,India
,"RDENIA, RDHAMAN, ST BENGAL",,BIDHANNAGAR,BIDHANNAGAR,WB,713212,India
,,,,BAREILLY,,243201,India
160,,,,KAMAREDDY,TS,503309,India
34,,,N.R. COLONY,BANGALORE,KA,560019,India
,"STRIAL AREA, SECTOR 55",,INDUSTRIAL AREA PHASE,CHANDIGARH,PB,160055,India
,,,,NEW DELHI,DL,110014,India
,STRIAL OLPAD,,,SURAT,GJ,394130,India
1,,PIZZA HUT MAHAVIR NAGAR,NEAR PIZZA HUT MAHAVIR NAGAR,MUMBAI,MH,400067,India
R-28,,,SECTO ROHTAK IN 124001,ROHTAK,,124001,India
,,,,THANE,,400604,India
203,ROAD NO 5,,,HYDERABAD,,500034,India
,,,,SHAHJAHANPUR,,242001,India
,STT,,UNIT NO. A PHASE,MUMBAI,,400053,India
109,ROAD,,,CHENNAI,,600014,India
,,,,MUMBAI,,400021,India
,,,,MUMBAI,,400021,India
80,,,,GIFT CITY,,382355,India
,ST,,,MUMBAI,,400068,India
402,,,,KOLKATA,,700013,India
701,,,,JAIPUR,,302006,India
B-934,,,,DELHI,,110033,India
,,,,MUMBAI,,400021,India
,,,,MUMBAI,,400021,India
E-362,ST FLOOR,METRO STATION NEW DELHI IN 110092,,NEW DELHI,,110092,India
98,,,PHIRE BUILDING,PUNE,,411062,India
29/31/36/37,ROAD,,,VALSAD,GJ,396191,India
3/100,,,,NAMAKKAL,TN,637018,India
132,ROAD,,,NEW DELHI,DL,110041,India
53,,,FRIENDS ENCLAVE,NEW DELHI,DL,110041,India
82/1,ST FLOOR,,,PUNE,MH,411061,India
15,RD FLOOR,,,KOLKATA,WB,700001,India
15/2,,,,PUNE,MH,411033,India
102,,,,GUNTUR,AP,522304,India
,,,,JHANSI,UP,284135,India
,,,CANTONMENT VIZIANAGAR,VIZIANAGARAM,AP,535003,India
,,,,DHURI,,148024,India
,,,,RANCHI,JH,835303,India
,ST STAGE,,INDIRANAGAR,BANGALORE,KA,560038,India
N-126,,,,THANE,MH,401506,India
29/4,ROAD,,,BANGALORE,KA,560030,India
7/A,,,COLONY VIDHYA NAGAR,BHOPAL,MP,462026,India
,,,,MUMBAI,MH,400034,India
,,,,MARGAO,GA,403602,India
E-14,STRIAL AREA,,,AGRA,UP,282007,India
,,,PHASE,MUMBAI,,400053,India
,STREET,,,TIRUNELVELI,,627951,India
,STREET,,,TIRUNELVELI,,627951,India
02,,,,DAMOH,MP,470661,India
G-3,ROAD,,,SURAT,GJ,395003,India
,,,,THANE,,400615,India
1232,,,PHADKE MARG,MUMBAI,MH,400069,India
,"ST FLOOR, STREET",,,KOLKATA,WB,700012,India
,,,,KOLKATA,,700001,India
88,,,PHIRE,HYDERABAD,,500081,India
Z-3158,,,,DELHI,,110034,India
,"RD FLOOR, STN.",,,BANGALORE,,560001,India
S-40,,,ANNA NAGAR,CHENNAI,,600040,India
,,,,JAMMU,,184121,India
,,,,KOLKATA,WB,700006,India
,,,,FIROZABAD,,283203,India
,ROAD NANDA,,OLD 1127/29 NEW 10/29 MAIN ROAD NANDA NAGAR,INDORE,,452008,India
,ROAD,,,VISAKHAPATNAM,,530040,India
,,NEHRU GARDEN NASHIK IN 422001,,NASHIK,,422001,India
,,,,MUMBAI,,400027,India
,"ROADNEXT TO MORE MEGASTORE, STORE, LANE",,,BANGALORE,KA,560048,India
105,"RD, ST FLOOR",,,LUCKNOW,UP,226004,India
09,RDHAN,,,BEED,MH,431122,India
17,"RD FLOOR, ROAD NO",,,HYDERABAD,,500033,India
8-2-696,ROAD NO.12,,,HYDERABAD,TS,500034,India
102,LANE,,CHANDRAMOULINAGAR,GUNTUR,AP,522007,India
,"RD FLOOR, ROAD CHRISTIAN BASTI, STIAN BASTI",,,GUWAHATI,AS,781005,India
190/6,ROAD,,,THANE,,401107,India
A-77,STRIAL AREA,,DDA SHEDS OKHLA INDUSTRIAL AREA PHASE,NEW DELHI,DL,110020,India
D-186,,,GAUTAM BUDH NAGAR GAUTAM BUDH NAGAR,NOIDA,,201308,India
,,,,MUMBAI,MH,400051,India
,ROAD,,,RAJKOT,,360006,India
,SECTOR 19,,SECTOR 19,MUMBAI,MH,400705,India
538,ROAD NO.15,,,AHMEDABAD,GJ,382430,India
955/A,"RDEN, ROAD",MUMBAI AGRA ROAD,GOVIND NAGAR,MUMBAI,,422009,India
E-57,ST VINOD,,WEST VINOD NAGAR,DELHI,,110092,India
C-321,,,,NOIDA,UP,201310,India
,,,,CHENNAI,,600001,India
,ROAD,,VIRUDHUNAGAR VIRUDHUNAGAR,VIRUDHUNAGAR,TN,626001,India
,ST,,315 2513 MOTILAL NAGAR,MUMBAI,MH,400104,India
,"ROAD, ST)",,,MUMBAI,MH,400050,India
,"STA, CROSSING",,,JAIPUR,RJ,302003,India
,STRIAL AREA,,D 120/121 OKHLA INDUSTRIAL AREA PHASE,NEW DELHI,DL,110020,India
N-202,"ROAD, SECTOR-66 BADSHAHPUR GURGAON IN-HR IN 122101",,GOLF COURSE EXTENSION,GURGAON,HR,122101,India
234,ROAD KHATA NO-,,SURVEY NO-64 VILLAGE PASUNIYA TALUKA-DEHGAM GANDHINAGAR,A-DEHGAM GANDHINAGAR IN-GJ IN 382433,GJ,382433,India
7,STREET,,,KUMBAKONAM,TN,612001,India
,"ROAD, STIAN BASTI DISPUR",,,"DISPUR, KAMRUP METROPOLITAN",,781005,India
144,"RD., ST FLR",,,MUMBAI,,400080,India
,,,,ALUVA,,683101,India
49,"ROAD CROSS, CROSS",,,BANGALORE,,560001,India
,,,,SHUJALPUR,MP,465333,India
A-13,,,,ALIGARH,UP,204101,India
1216,ROAD OFF SINDHU BHAVAN ROAD,,,AHMEDABAD,GJ,380054,India
U-84,"ROAD TEHSIL GOHAD INDUSTRIAL AREA MALANPUR, STRIAL AREA MALANPUR",,,GOHAD INDUSTRIAL AREA MALANPUR,MP,477117,India
965,ROAD CHAWLA,,100 FEET ROAD CHAWLA COLONY,FARIDABAD,HR,121004,India
177,,MALANA PATIYA NEAR MALANA PATIYA PALANPUR IN-GJ IN 385001,,PALANPUR,GJ,385001,India
9,STREET,,NATESAN NAGAR,AMBATTUR,,600058,India
3A,,,KALPATARU AURA PHASE,MUMBAI,,400086,India
82/2E,,,,COIMBATORE,,641016,India
,STATION BAZAR,,,CUTTACK,,754021,India
,,,,MUMBAI,MH,400080,India
,,,,SURAT,,394150,India
39,STATE,,,SURAT,GJ,394540,India
381,,,,BANASKANTHA,GJ,385001,India
,"ROAD, STGATE",YMCA CLUB,BLOCK B 1701,AHMEDABAD,GJ,380015,India
,,,PHASE,DELHI,,110096,India
,,RATA GAUSHALA RATA VALSAD IN 396191,,VALSAD,,396191,India
,,,,BHILWARA,,311001,India
,"ROAD S.G. HIGHWAY SATELLITE, CROSS ROAD S.G. HIGHWAY SATELLITE",,,AHMEDABAD,GJ,380050,India
7,"ROAD, STRIAL ESTATE",,GANDHINAGAR,GANDHINAGAR,GJ,382721,India
C-339,RD FLR ANTOP HILLSP RD WADALA E WAREHOUSE,,,MUMBAI,MH,400037,India
202,,,BLOCK A RANGJI HEIGHTS GAILANA ROAD AGRA IN-UP IN 282007,AGRA,UP,282007,India
P-384,SECTOR-53 HSIIDC,,PHASE,SONIPAT,,131028,India
,"ROAD, ST, STREET",,SARASWATHY NAGAR,CHENNAI,TN,600091,India
40,STRIAL ESTATE,PRAJAWANI,SHIVAJI NAGAR,NANDED,,431602,India
,,,,MUMBAI,,400063,India
,,,1719/1 PHASE,AHMEDABAD,,382445,India
,,,,NAGPUR,,441114,India
,,,,SURAT,GJ,394230,India
,"ROAD, ST FLOOR",ATTINGAL PRIVATE BUS STAND PARVATHYPURAM GRAMOM CHIRAYINKEEZHU THIRUVANANTHAPURAM IN-KL IN 695101,,THIRUVANANTHAPURAM,KL,695101,India
404,"ROAD, SECTOR 49 GURGAON IN-HR IN 122018",,SECTOR 49 GURGAON IN-HR IN 122018,GURGAON,HR,122018,India
78,,,,INDORE,,452010,India
16,ROAD,,,CHENNAI,TN,600001,India
,,,,DELHI,DL,110007,India
,ROAD,OF RAMAVARMA CLUB,,KOCHI,KL,682016,India
F-45,,,II- NEHRU NAGAR,GHAZIABAD,UP,201001,India
8-100001,ST FLOORKONGARAKALAN VILLAGE,,,RANGAREDDY,TS,100001,India
,,,JAI PRAKASH WARD PANAGAR,JABALPUR,,483220,India
140/141A,SECTOR NO 7 MIDC BHOSARI HAVELI PUNE PUNE IN 411026,,SECTOR NO 7 MIDC BHOSARI HAVELI PUNE PUNE IN 411026,PUNE,,411026,India
10,,,,BANGALORE,KA,560057,India
155/4,ROAD,,,BANGALORE,KA,560034,India
,,,KAMLA NAGAR,DELHI,DL,110007,India
,,,BRUNDHAVAN COLONY,HIMAYATHNAGAR,TS,500075,India
D-1,,,,INDORE,,452015,India
2,STRIAL ESTATE NAKIPADA,,,THANE,MH,401208,India
30,,,,HYDERABAD,TS,500032,India
8,,E.B .OFFICE,AYYAPPA NAGAR,COIMBATORE,TN,641005,India
,STHAN,,,JALOR,RJ,343030,India
00051,,,MODINAGAR,GHAZIABAD,UP,201206,India
B-37,"ROAD SHAHDARA, STRIAL AREA",JHIMIL METRO STATION DELHI IN-DL IN 110095,,DELHI,DL,110095,India
,"ST FLOOR, STERN WING THAPAR HOUSE 124",,,NEW DELHI,DL,110001,India
,,,SECUNDERABAD,HYDERABAD,TS,500007,India
102,,,,LUCKNOW,UP,226003,India
132,,,,SURAT,GJ,394110,India
A-802,ST,,,MUMBAI,MH,400051,India
311/PAIKI,,,,PALANPUR,GJ,385001,India
280,ROAD,,BLOCK NO  (OLD 239) VILLAGE- VELACHA,A- MANGROL,GJ,394405,India
,,,,BARAJAMDA,JH,833221,India
436-441,RD,,,LONI,DL,110093,India
143,,,,SAIDAPET,TN,600096,India
,,,,ERODE,TN,638012,India
318,SECTOR-17 FOOTWEAR PARK HSIIDC JHAJJAR BAHADURGARH IN-HR IN 124507,,SECTOR-17 FOOTWEAR PARK HSIIDC JHAJJAR BAHADURGARH IN-HR IN 124507,BAHADURGARH,HR,124507,India
7608,STRIAL ESTATE,,PHASE,AHMEDABAD,GJ,382445,India
,"RDHAMAN, ST BENGAL",,,DURGAPUR,WB,713216,India
,"ROAD KHARAR (RUPNAGAR) S.A.S., ST FLOOR, SECTOR 117",,TDI CITY AIRPORT ROAD KHARAR (RUPNAGAR) S.A.S. NAGAR,S.A.S. NAGAR,PB,140307,India
,,,PLOT 26 ASHOK NAGAR,NELLORE,AP,524002,India
,"ST FLOOR, STERN WING",,,DELHI,DL,110001,India
122,SECTOR-21 ROHINI,,SECTOR-21 ROHINI,NEW DELHI,DL,110086,India
1-140/2,RD FLOOR,,,HYDERABAD,TS,500081,India
86/8/1,ROAD THIRUVAPPUR,,,PUDUKKOTTAI,TN,622003,India
5/6/7/8,SECTOR 07,,PUSHPAK NAGAR,RAIGAD,MH,410206,India
,,,,PUNE,MH,411042,India
132,,,BLOCK NO-,SURAT,GJ,394110,India
,"ROAD OPP: EASTERN RAILWAY GIRLS SCHOOL, RDHAMAN, STERN RAILWAY GIRLS SCHOOL",,,ASANSOL,WB,713301,India
295,,,,PUNE,MH,413133,India
,ST FLOOR,,,KOLKATA,WB,700020,India
305,SECTOR 29 GANDHINAGAR IN-GJ IN 382030,,SECTOR 29 GANDHINAGAR,GANDHINAGAR,GJ,382030,India
54,RDEN,,,INDORE,MP,452010,India
,,,NEW DAMU NAGAR,COIMBATORE,TN,641037,India
,,,,HOOGLY,WB,712602,India
108,,,,JODHPUR,,380015,India
72,"ROAD, STRIAL SUBURB AHSOKA PURAM",,RAJAJI NAGAR,BANGALORE,KA,560022,India
E-18,,,CHITLANGIA INDUSTRIES NH 48 RIICO INDUSTRIAL AREA SRINAGAR,SRINAGAR,,305025,India
30,,,,MUMBAI,MH,400089,India
102/1,ROAD,,,BANGALORE,KA,560105,India
,ROAD,,,NELLORE,AP,524004,India
,,,,NEW DELHI,DL,110033,India
,,,SANJEEVE NAGAR,COIMBATORE,TN,641017,India
,,,159 SAJAN NAGAR,INDORE,MP,452001,India
2/3,,,,NAGPUR,MH,440026,India
,ROAD,,,MUMBAI,MH,400076,India
,,,,VADODARA,,390017,India
3,,,,NEW DELHI,DL,110041,India
42,SECTOR 29,,SECTOR 29,NAVI MUMBAI,,400703,India
,,,,JHANSI,UP,284001,India
,ST FLOOR,,,RANCHI,JH,834001,India
,ROAD,SHANKER HOSPITAL,,HALDWANI,UK,263139,India
,,,,SURGUJA,CG,497101,India
2206,"ROAD, STELLAR WING-A MAHAVIR UNIVERSE LBS ROAD",,,MUMBAI,MH,400078,India
,,,COOLIE BAZAR KANPUR NAGAR,KANPUR,UP,208001,India
C-2120,ST),,,MUMBAI,MH,400051,India
,,,PLOT N. 1 & 2 B B OLD ISHWAR NEHRU NAGAR,NEW DELHI,DL,110065,India
,,,8-3-677/57 SRI KRISHNADEVARAYA NAGAR,HYDERABAD,,500073,India
,,,SHIVNAGAR COLONY,AYODHYA,UP,224001,India
B-140,STRIAL AREA,,,NEW DELHI,,110020,India
,"ROAD, STATESMAN HOUSE",,,NEW DELHI,DL,110001,India
,SECTOR 27-28 HISAR IN 125006,,SECTOR 27-28 HISAR IN 125006,HISAR,,125006,India
B-501,,,BLOCK B,SURAT,,395009,India
428/1,"RDEN, ROAD",,CHOLAN NAGAR,ERODE,,639008,India
,ROAD,UDYOG BHUVAN SONAWALA ROAD,,MUMBAI,,400063,India
98,SECTOR 7 SIDCUL HARIDWAR IN 249403,,SECTOR 7 SIDCUL HARIDWAR IN 249403,HARIDWAR,,249403,India
,,,SNEHANAGAR,HANMAKONDA,,506001,India
94,,,,BANGALORE,,560064,India
,,,,BHIWADI,,301707,India
350,,,,"MUDHINEPALLI, KRISHNA",,521329,India
P-31,,,JOBS ENCLAVE,BILASPUR,,495006,India
,,,EAKATHA NAGAR,MNIWARA LAYOUT,,560049,India
,,,,KOLKATA,WB,700020,India
20,RD NO.  MOHALLA MATA RANI,JEETA SINGH TUBEWELL,,LUDHIANA,PB,141401,India
,ROAD,,,VEDURUMUDI,AP,533307,India
1,"ROAD, ST FLOOR",,,PUNE,,411004,India
,RD,,,PUNE,,411037,India
798,"RD FLOOR, ROAD NO 36",,,HYDERABAD,,500033,India
R-4,,,,NOIDA,,201305,India
,SECTOR20,,SECTOR20,NAVI MUMBAI,,410206,India
55,,,,MORBI,,363642,India
,,,,VARANASI,,221001,India
7,ST FLOOR,,GREATER NOIDA GAUTAM BUDHHA NAGAR,NOIDA,,201310,India
136-B,,,,JINNARAM,TS,502032,India
172,,,,SANGAREDDY,TS,502325,India
,ROAD,OM KANDA INDL. AREA C,,LUDHIANA,PB,141001,India
,ST HASHANPAR TA WANKANER,,,MORBI,GJ,363621,India
,ROAD,,,NAMAKKAL,TN,637001,India
,,,,MUMBAI,MH,400007,India
,STATE ASALALI,,,AHMEDABAD,GJ,382430,India
J-1,,,,JAIPUR,RJ,303007,India
6,,,TRIVENI NAGAR,RANGAREDDY,TS,500097,India
,,,,SAMASTIPUR,BR,848209,India
,ST PATEL,,WEST PATEL NAGAR,NEW DELHI,DL,110008,India
,,,3/130-2 NEHRU NAGAR,COIMBATORE,TN,641401,India
P-720,,,BLOCK P KOLKATA IN-WB IN 700053,KOLKATA,WB,700053,India
25,ST FLOOR,,,DEHRADUN,UK,248001,India
,,,,BHARUCH,GJ,393002,India
,,,ASHOK NAGAR,GUNTUR,AP,522002,India
7,,,,KOLKATA,WB,700071,India
2,ROAD,,,PUDUKKOTTAI,TN,622001,India
,"ROAD, STRIAL ESTATE",,,MUMBAI,MH,400053,India
,ST ANTHARVAN,,,A BEED IN-MH IN 431122,MH,431122,India
,,,,JAIPUR,RJ,302020,India
1,,,,PUNE,MH,411004,India
,STREET,,,KOLKATA,WB,700016,India
L-03,LANE,,,MUMBAI,MH,400002,India
A-1,"ROAD, STRIAL ESTATE, ST ROAD",,,GUDIVADA,AP,521301,India
429/P6,STATE PART 2,,BLOCK NO.,AHMEDABAD,GJ,382213,India
2/2,LANE ALG L KILPAUK,,,CHENNAI,TN,600010,India
35,,,MODEL TOWN EXTENSION,LUDHIANA,PB,141002,India
17/1,"ST CROSS, CROSS",SBI JC ROAD BENGALURU URBAN IN 560002,,BENGALURU URBAN,,560002,India
1,STRIAL AREA,LAXMI NARAYAN MANDIR TEH. DADASIBA KANGRA IN-HP IN 773,,KANGRA,HP,177113,India
F-55,,,,VADODARA,GJ,390007,India
,,,OPP ANANDNAGAR SHOPPING CENTER PARAHALAD NAGAR,AHMEDABAD,GJ,380015,India
,,,,HYDERABAD,TS,500089,India
W-9,,,,THANE,,421506,India
,,,,BALANGIR,,767026,India
,,,,HOOGHLY,WB,712302,India
188,,,SECTOR,BILASPUR,HP,174001,India
82/23,,,KHASRA NO.  MAHAVIR ENCLAVE,NEW DELHI,DL,110045,India
2108,SECTOR 14,,SECTOR 14,NAVI MUMBAI,,410210,India
,ST FLOOR,,,DELHI,,110026,India
,,,,KOLKATA,,700001,India
,,,,MUMBAI,,400003,India
,ST FLOOR MANISHA COMMERCIAL COMPLEX VAISHALI,,GROUND AND 1ST FLOOR MANISHA COMMERCIAL COMPLEX VAISHALI NAGAR,MUMBAI,MH,400080,India
,ROAD,,FRIENDS ENCLAVE,CHANDIGARH,PB,140301,India
,ROAD,,KAMARAJ NAGAR,CHENNAI,TN,600041,India
,ROAD A,,MAHATMA NAGAR,NASHIK,MH,422007,India
,,,,INDORE,,452001,India
709,ROAD,,SAKTHI NAGAR,TIRUPPUR,,641602,India
16,,,,KOTAGIRI,TN,643217,India
82/23,,,MAHAVIR ENCLAVE,DELHI,DL,110045,India
82/23,,,MAHAVIR ENCLAVE,DELHI,DL,110045,India
,,CENTURY BAZAAR PRABHADEVI MUMBAI IN-MH IN 400025,,MUMBAI,MH,400025,India
J-12,SECTOR 19 MASALA MARKET NAVI MUMBAI IN-MH IN 400705,,PHASE,NAVI MUMBAI,MH,400705,India
B-86,,,RAJAJINAGAR,BANGALORE,KA,560010,India
,,,,MALDA,WB,732128,India
38/MIG-II,,,9TH PHASE,HYDERABAD,TS,500085,India
1/96-GE,,,,VELLORE,TN,632009,India
20-18,"ROAD, ST FLOOR",SHIRIDI SAI MANDIR VIZIANAGARAM IN-AP IN 535002,INNER RING ROAD NEAR SHIRIDI SAI MANDIR VIZIANAGAR,VIZIANAGARAM,AP,535002,India
,,,,KOLKATA,WB,700007,India
G-203,ST,,1ST PHASE,BARMER,RJ,344001,India
,ROAD,,,COIMBATORE,TN,641006,India
,,,,NELLORE,AP,524101,India
