BuildingNumber,StreetAddress,Landmark,Locality,City,State,PostalCode,Country
,,,,PURI GARHWAL,UK,246149,India
318,,,,RAJKOT,,363621,India
D-2,,SAGGU ENGINEERING,,RAIPUR,CG,493221,India
,,,SIDDHARTH NAGAR,THANE,MH,400603,India
2,STREET,,,CHENNAI,TN,600004,India
,,,,BHUBANESWAR,OD,751024,India
,,,SHRINATH NAGAR,NANDED,MH,431605,India
124/1A,ROAD REDDYGUDEM VILLAGE,,,GUNTUR,AP,522412,India
,,,,JHARGRAM,WB,721501,India
327,,,,HYDERABAD,TS,500072,India
,STRIAL SUBURB,,,BANGALORE,KA,560022,India
G-16,RDHAMAN MARKET,AN,,DELHI,DL,110092,India
,,,,COOCHBEHAR,WB,735303,India
847/540,,,PS-KALINGA NAGAR,JAJPUR,OD,755026,India
,ST-DHONDHI,,,SITAPUR,UP,261207,India
100,"RD FLOOR OPP RAJUL AUGUSTA NR NURSERY CIRCLE VAISHALI, STA NR NURSERY CIRCLE VAISHALI",,PLOT NO  KALYAN TOWER THIRD FLOOR OPP RAJUL AUGUSTA NR NURSERY CIRCLE VAISHALI NAGAR,JAIPUR,RJ,302021,India
,ROAD RMV EXTENSION,,RESHMA BUILDING 2ND FLOOR 80 FEET ROAD RMV EXTENSION,BENGALURU,,560094,India
G-51,ROAD,,,MUMBAI,,400054,India
,STA PETH.PUNE,,,PUNE,MH,414111,India
,,,12TH FLOOR PRAGATI TOWER PATEL NAGAR,DELHI,,110008,India
,"ROAD, STRAND ROAD",,,KOLKATA,WB,700001,India
,ST FLOOR,,,DELHI,DL,110026,India
,,,,SUBARNAPUR,,767019,India
,ROAD,PAREVADI CHOWK KUVADAVA ROAD,,RAJKOT,GJ,360003,India
10,,,,AHMEDABAD,GJ,382213,India
,,,,BARDHAMAN,WB,713427,India
R-215,"STRUCTION, STATE",,,AHMEDABAD,GJ,382405,India
,,,,MUMBAI,MH,400013,India
B-4,ST DELHI,,,DELHI,DL,110053,India
,,,,GORAKHPUR,UP,273001,India
,,RTO OFFICE PURANA NGR SHAHU NAGAR CHINCHWAD PUNE IN-MH IN 411019,FL- 4 BLD 8 NEAR RTO OFFICE PURANA NGR SHAHU NAGAR,PUNE,MH,411019,India
,,,,MAHESANA,,384170,India
,,,,PALGHAR,MH,401203,India
25-2-2185,,,,NELLORE,AP,524004,India
,,VANDEMATARAM CHOWK NEW S G ROAD GOTA AHMEDABAD IN-GJ IN 382481,,AHMEDABAD,GJ,382481,India
223,,,PLOT NO.- SAMEYPUR BLOCK- BG SANJAY GANDHI TRANSPORT NAGAR,DELHI,,110042,India
C-7,"ROAD-7, STATE",,,SURAT,GJ,394230,India
296,ROAD,,,AHMEDABAD,,382410,India
,,,KIDWAI NAGAR,KANPUR,UP,208011,India
N-22,,,ANOOP NAGAR,INDORE,MP,452018,India
10,,,,MUMBAI,MH,400007,India
,"ROAD, ST BENGAL",,,KOLKATA,WB,700014,India
A-592,,,,THANE,MH,400705,India
,,,,MUMBAI,MH,400021,India
,,,,MUMBAI,MH,400022,India
,"ROAD, STATION ROAD",,CHHATRAPATI SAMBHAJI NAGAR,AURANGABAD,MH,431001,India
,,,,BURDWAN,WB,713427,India
,ROAD,,,KOLKATA,WB,700006,India
,,,,SONIPAT,HR,131028,India
A-1,,,,NEW DELHI,DL,110034,India
,STATE BEHIN GATUL PETROL PUMP,DIGJAM CIR,CLE JAMNAGAR,JAMNAGAR,GJ,361006,India
,,,,MUMBAI,,400053,India
N-22,,,ANOOP NAGAR,INDORE,MP,452018,India
24C,RDWARE PARK,,,RANGAREDDY,TS,501369,India
01,SECTOR 22 PANCHKULA IN-HR IN 134109,,SECTOR 22 PANCHKULA IN-HR IN 134109,PANCHKULA,HR,134109,India
03,STOP ERENDOL,,,JALGAON,MH,425103,India
A-1,,,,NEW DELHI,DL,110034,India
,,,,DELHI,,249405,India
1,,,,MORBI,,363642,India
184/1,,,PANCHAL UDHYOG NAGAR,DAMAN,,396210,India
2,RDHA,,UNIT-3 KHARVEL NAGAR,BHUBANESWAR,,751001,India
,"ST FLOOR KINGS WAY CAMP OUTRAM LANE, LANE",NULIFE HOSPITAL DELHI IN 110009,,DELHI,,110009,India
64/21,ST FLOOR PLOT NO.  D-II BLOCK,,,PUNE,,411019,India
N-22,,,ANOOP NAGAR,INDORE,MP,452018,India
,,,,KOLKATA,,700001,India
,,,,COIMBATORE,,641009,India
50/2D,,,,PRAKASAM,AP,523316,India
,,,,AHMEDABAD,,380054,India
01,"ROAD, ST POLICE STATION ROAD",,SAHAKARANAGAR,BANGALORE,KA,560092,India
166,,,PHALE PALGHAR IN-MH IN 401102,PALGHAR,MH,401102,India
,,,,BHOPAL,MP,462030,India
440,,,,MYSURU,KA,570016,India
,"ROAD, ST",,,MUMBAI,MH,400070,India
11,,,,SONIPAT,HR,131101,India
,,,,BARRACKPORE,WB,700120,India
19430,ROAD,,SHILP NAGAR CHHATRAPATI SAMBHAJI NAGAR,AURANGABAD,MH,431001,India
,,,,RAJKOT,GJ,360007,India
21,ROAD OPP BMC GARDEN,,,MUMBAI,,400053,India
,ROAD AGGARWAL,,40 FEET ROAD AGGARWAL COLONY,BATHINDA,PB,151001,India
E-2,,,,DELHI,DL,110093,India
,,,,DELHI,UP,250002,India
46,SECTOR NO 10,,SECTOR NO 10,PUNE,MH,411026,India
404/1,ROAD,,,A-KADI MAHESANA IN-GJ IN 382715,GJ,382715,India
3,,ZOOM PLAZA,,MUMBAI,MH,400092,India
F-356,,,,PALI,,306401,India
,,,,AMRITSAR,PB,143001,India
,ROAD,CHURCH BULANDSHAHR IN-UP IN 203001,,BULANDSHAHR,UP,203001,India
F-23,STRIAL AREA PANKI,,RANIGANJ KANPUR NAGAR,KANPUR,UP,208020,India
,ROAD KODAD,,,SURYAPET,TS,508206,India
G-2,"ROAD, STA DEVADI ROAD",,,SURAT,GJ,395004,India
8,,PUNJAB AND SIND BANK DELHI IN-DL IN 110006,,DELHI,DL,110006,India
,,,,SURAT,GJ,394221,India
,ROAD,,,KOLKATA,WB,700007,India
,,,,KURUD,CG,493773,India
,,,PRAHLADNAGAR,AHMEDABAD,GJ,380051,India
,,,,TINSUKIA,AS,786601,India
827,"ST FLOOR, CROSS",,BLOCK KORAMANGALA BENGALURU IN-KA IN 560034,BENGALURU,KA,560034,India
,"ROAD 5B NAIGAON CROSS RD BEKARMARG, STRIAL ESTATE, CROSS RD BEKARMARG",,,MUMBAI,MH,400031,India
,,,,KOLKATA,WB,700001,India
,,,,KOTHAPETA,AP,533223,India
53/1,ROAD,,,SURAT,GJ,395010,India
,,,,KOLHAPUR,MH,416115,India
,,,AT & PO GADHODA TA HIMATNAGAR,HIMATNAGAR,GJ,383001,India
42/475,ROAD,,,ERNAKULAM,KL,682028,India
541,"ROAD, ST",,2ND CROOS KALIKANAGAR,BENGALURU,KA,560091,India
,,,,RAMANATHAPURAM,TN,623501,India
A-1,,,,NEW DELHI,DL,110034,India
H-58,,,,NAGAUR,RJ,341022,India
,,,,SILIGURI,WB,734005,India
,,,10 RAJHANS COLONY,JAIPUR,,302002,India
,,,TRANSPORT NAGAR,KANPUR,UP,208023,India
,,,AKOLA GROWTH CENTER MIDC PHASE,AKOLA,MH,444104,India
,,DADA MOTORS,NEW SHAKTI NAGAR,LUDHIANA,PB,141007,India
,,,,DUMKA,JH,814101,India
201,,,,MUMBAI,MH,400093,India
396/2,,AMAR DHABA DELHI IN-DL IN 110053,,DELHI,DL,110053,India
606,ROAD,,,KOLKATA,WB,700020,India
,,,,NEW DELHI,DL,110062,India
,"ROAD, STATE",,,AHMEDABAD,GJ,382170,India
1,ROAD,GOKUL OIL MILL LATHIDAD BOTAD IN-GJ IN 36470,,BOTAD,GJ,364710,India
6,"ROAD, STRY PALACE CHS LTD TRIMURTI SOCIETY ROAD",,,MUMBAI,MH,400022,India
04,RD NO.,,,T KAIMUR BHABUA IN-BR IN 821101,BR,821101,India
4,,OPEN THEATER,,AKOLA,MH,444001,India
,,,,INDORE,MP,452003,India
,,,SHAKTI NAGAR,UDAIPUR,RJ,313003,India
A-592,STRIAL AREA,,,MUMBAI,MH,400705,India
,ROAD,,,EAST GODAVARI,AP,533401,India
1201,ROAD SEC 49 HARYANA,,SEC 49 HARYANA,GURGAON,,122018,India
1,"ROAD, ST FLOOR, ST",,,PALGHAR,MH,401303,India
489/E,,,,MEDAK,,502248,India
1002,,ULSOOR LAKE PROMENADE ROAD BANGALORE IN-KA IN 560005,46-1 PULIKESHI NAGAR,BANGALORE,KA,560005,India
,ST,,,KAUSHAMBI,UP,212201,India
14-B,,,SGK HOUSE PLOT NO.  KAILASH PARK COLONY,INDORE,,452001,India
106,,,SEC-5,DELHI,,110039,India
71,SECTOR- 17 VASHI,,SECTOR- 17 VASHI,NAVI MUMBAI,,400705,India
18,ST FLOOR PLOT NO.  12A 13/3 SARAI KHAWAJA HEMLA COMPOUND,NHPC CHOWK,,FARIDABAD,,121003,India
,,,257 FIRST FLOOR SONA COMPLEX MAHESANA GUJARAT VISNAGAR,VISNAGAR,,384315,India
,,,NEW RAJDHANI ENCLAVE,DELHI,DL,110092,India
,,,,MUMBAI,MH,400003,India
46,,,,PUNE,MH,411028,India
520-9-3,,,NO.  PORIYALAR NAGAR,MADURAI,TN,625014,India
614/5673,,,,CUTTACK,OD,754071,India
,,,,SATARA,,415206,India
O-15,ROAD,ALLAHABAD BANK PUNJAB LUDHIANA IN 141001,,CHANDIGARH,,141001,India
,,,,FARIDABAD,,121007,India
,STATE,DAKSHIN HONDA SHOWROOM HOUSE ROAD BANGALORE IN 560068,,BANGALORE,,560068,India
,,,,ALIGARH,,202137,India
43,,,,RAJKOT,GJ,360024,India
79,,,,PILIBHIT,UP,262001,India
F-11,,,,SURAT,GJ,394510,India
,,,PRINTARS NAGAR,JAIPUR,RJ,302029,India
,"ROADCHANDRASEKHARPUR, RDHA",,,BHUBANESWAR,OD,751021,India
,ROAD AMBAP,,,KOLHAPUR KOLHAPUR IN-MH IN 416112,MH,416112,India
1868/1848,ROAD,,,BIKANER,RJ,334603,India
,ROAD,,,AHMEDABAD,GJ,380009,India
780,,,BLOCK NO  RAKANPURVILL-OPP KAMRON LABORATORIES TAL-KALOL,MEHSANA,GJ,382721,India
,,,,KOLKATA,WB,700073,India
112,STRIAL AREA,,KUDLUR KUSHALNAGAR,KUSHALNAGAR,,571232,India
W-43,,,,NASHIK,,422010,India
D-19,,,,NEW DELHI,,110019,India
2-11-202,,,,NANDED,,431601,India
,,,,BHILWARA,,311001,India
,ROAD,,PHARENDA ROAD,MAHARAJGANJ,UP,273303,India
270,ROAD MURADNAGAR,,H NO  NEW DEFENCE COLONY RAILWAY ROAD MURADNAGAR,GHAZIABAD,,201001,India
2,"ROAD, ROAD KAROL BAGH",,,DELHI,,110005,India
,ROAD,,GANDHI NAGAR,GANDHINAGAR,,382421,India
5,,,,PALGHAR,MH,401202,India
,ROAD,,,KOLKATA,,700025,India
,,,,MORBI,,363642,India
10,,,BLOCK-D RBC NANGAL RAYA,NEW DELHI,,110059,India
,"ROAD NAJAFGARH ROAD, STRIAL AREA",,,NEW DELHI,,110015,India
,ROAD,,,TIRUPPUR,TN,641605,India
99,STRIAL AREA MALUR,,PLOT NO. P2 4TH PHASE,KOLAR,,563130,India
809,ROAD,,,MUMBAI,MH,400053,India
B-322,,,,NEW DELHI,DL,110066,India
26,,,,NEW DELHI,DL,110049,India
,,,DURAISAMY NAGAR,SALEM,TN,636009,India
,,,,KOLKATA,WB,700071,India
,ST PATEL,,36 BASEMENT SHOP NEW MARKET WEST PATEL NAGAR,DELHI,DL,110008,India
,,,,JAIPUR,RJ,303702,India
268/1,,RAMA GARDEN GURUGRAM IN-HR IN 122001,KHASRA NO.  BASAI ENCLAVE,GURUGRAM,HR,122001,India
58,,OLD CHOPAL,,DELHI,,110040,India
03,"RD AGIARY LANE, LANE",BANK OF INDIA ZAVERI BAZAR MUMBAI IN-MH IN 4000,,MUMBAI,MH,400003,India
E-2,STRIAL AREA,,PHAS CHANDIGARH IN 160002,CHANDIGARH,,160002,India
5,,,KAMOD NAGAR,NASHIK,,422009,India
A-36,ROAD,,RAYSAN GANDHINAGAR,GANDHINAGAR,,382421,India
,,,,KOLKATA,WB,700072,India
,ROAD,,,MADURAI,,625009,India
106/1/1/1/2,,,,INDORE,MP,452010,India
,,,,HYDERABAD,TS,500082,India
,,,BLOCK DINDUSTRIAL ESTATE KALYANI NADIA IN 741235,NADIA,,741235,India
,,,,MUMBAI,MH,400025,India
F-1,SECTOR-3E/B PANVEL RAIGARH NAVI MUMBAI IN 410218,,SECTOR-3E/B PANVEL RAIGARH NAVI MUMBAI IN 410218,NAVI MUMBAI,,410218,India
440/42/1/2A,,,201 KRANTI NAGAR,PUNE,MH,411027,India
427A,STRIAL ESTATE,,,PUNE,MH,411037,India
512/A/1,,,BLOCK NO,VYARA,,394650,India
,ROAD,,,JAIPUR,,302012,India
,,,,MUMBAI,,400003,India
8,"ROAD, LANE",,,MUMBAI,,400004,India
18,"STRIAL AREA, SECTOR H",,SECTOR H,BHOPAL,MP,462023,India
1/1,"ST CROSS, CROSS",,GANDHINAGAR,BANGALORE,,560009,India
893,ST FLOOR,JAVADEKAR BAKERY AND MHASOBA CHOWK,,PUNE,,411030,India
,"ROAD MAKARAMD DESAI MARG GOTRI, CROSS ROAD MAKARAMD DESAI MARG GOTRI",,,VADODARA,GJ,390007,India
9F3,ROAD NO.,,,JAIPUR,RJ,302013,India
,STREET OPP. VENKATARAMANA VILAS,,,NELLORE,AP,524003,India
,,,JAGRITI ENCLAVE,DELHI,DL,110092,India
E-1,"ROAD, STIGE",,,PUNE,MH,412307,India
11-14,"STRIAL COMPLEX-2 GOKHIWARE, ST",,,VASAI,MH,401208,India
,STHAN,,,UDAIPUR,RJ,313001,India
,ROAD,,ANANDNAGAR,MAHARAJGANJ,UP,273155,India
2046,CROSS,,,BANGALORE,KA,560064,India
L-11,,,GROUND FLOOR GREEN PARK EXTENSION,DELHI,DL,110016,India
T-400,,,,MUMBAI,MH,400025,India
,ROAD,,,RANCHI,JH,834003,India
,ROAD,,,AJMER,,302006,India
24,,,,NEW DELHI,DL,110049,India
206,,,,BENGALURU,KA,560001,India
,,,,GHAZIABAD,UP,201001,India
,,,,MUMBAI,MH,400025,India
,STRIAL AREA,,BLOCK-F -23 TO 36,LAKHANPURI,,494336,India
,LANE PUNNAKKAMUGAL,,,THIRUVANANTHAPURAM,KL,695032,India
,,,KANKSA ROAD PANAGAR,PANAGARH,,713148,India
,,,,VIJAYAWADA,,520010,India
201,SECTOR NO 03 BELPADA KHARGHAR RAIGAD IN 410210,,SECTOR NO 03 BELPADA KHARGHAR RAIGAD IN 410210,RAIGAD,,410210,India
,,,,KOLKATA,,700105,India
G-7,,,,DELHI,DL,110033,India
62,,,BLOCK NO. III BACKBAY RECLAMATION SCHEME MUMBAI IN-MH IN 400021,MUMBAI,MH,400021,India
,,,PRATAP NAGAR,JAIPUR,RJ,302021,India
27,"ROAD, ST MAIN ROAD",,ANNA NAGAR,CHENNAI,TN,600102,India
,ROAD,,,BANGALORE,KA,560004,India
,,,,NEW DELHI,DL,110030,India
,RD,,,MUMBAI,MH,400020,India
T-400,,,,MUMBAI,MH,400025,India
3,,,BRINDAVAN NAGAR GOKULAM NAGAR,CHENNAI,TN,600091,India
,,,PITAMBER NAGAR,PATNA,,801103,India
,,,,BODRA PANCHAYAT,,743502,India
151/3,ROAD KATTUKUPPAM,,,"KATTUKUPPAM, PUDUCHERRY",,607402,India
,,,,UDAIPUR,RJ,313001,India
,,,,THRISSUR,KL,680004,India
10,,,536 HOUSE NO  BANK ENCLAVE VIKAS MARG LAXMI NAGAR,DELHI,DL,110092,India
R-13,,,,MUMBAI,MH,400025,India
,,,,THENI,TN,625531,India
,,,,MUMBAI,MH,400013,India
,,,,COIMBATORE,TN,641041,India
,,,,MUMBAI,MH,400013,India
,,,,MUMBAI,MH,400013,India
,"ROAD (ALCOVE GLORIA), ST FLOOR",,,NORTH 24 PARGANAS,WB,700048,India
809,SECTOR II,,SECTOR II,KOLKATA,,700091,India
,ROAD,,,DELHI,,110054,India
,ROAD,,,KOLKATA,WB,700025,India
B-3,STREET,,,ELURU,AP,534002,India
47,,,,PEN,,402107,India
M-89,,,WALUJ MIDC CHHATRAPATI SAMBHAJI NAGAR,CHHATRAPATI SAMBHAJI NAGAR,MH,431136,India
,,,,MUMBAI,MH,400051,India
,,,,JODHPUR,,342010,India
194,,,MURADNAGAR,GHAZIABAD,UP,201206,India
121,SECTOR-6 IMT MANESAR GURGAON IN 122050,,SECTOR-6 IMT MANESAR GURGAON IN 122050,GURGAON,,122050,India
122,STI,,BAPUJIBUVA NAGAR,PUNE,MH,411033,India
,ROAD,,,KAPURTHALA,PB,144626,India
,,,,PILANI,RJ,333031,India
,,,,TIRUVANNAMALAI,,606808,India
,ROAD,,UDHAM SINGH NAGAR,RUDRAPUR,UK,263153,India
,,,,KODUNGALLUR,,680664,India
R-13,,,,MUMBAI,MH,400025,India
361,,,,PANIPAT,HR,132103,India
,ST FLOOR,,,GUWAHATI,,781029,India
D-8,STHAN,,VEER DURGADAS NAGAR,JODHPUR,RJ,306401,India
G-226,"RD, STRIAL AREA",,3'RD PHASE,BHILWARA,RJ,311001,India
,RD FLOOR,,,RAJKOT,GJ,360001,India
31,,,,HYDERABAD,,500010,India
D-301,STHAN CO-OPERATIVE GROUP HOUSING SOCIETY LTD. SEC.4/36,,SEC.4/36,DELHI,DL,110075,India
2,,,,PUNE,,411037,India
402,,,,NASHIK,MH,422013,India
,,DLF CITY,PHASE,GURUGRAM,HR,122001,India
M-2,,,ULHASNAGAR,ULHASNAGAR,,421003,India
212-A,,,,BHOPAL,MP,462046,India
1903,RD,,,GWALIOR,UP,284003,India
194,,,,BANGALORE,,560027,India
C-5,,,PH-3 NEW DELHI IN-DL IN 110096,NEW DELHI,DL,110096,India
928/1,,,,CHHATRAL,GJ,382729,India
27,,,,HINDUPUR,AP,515211,India
19,SECTOR 25,,SECTOR 25,PANIPAT,HR,132103,India
,,,,PRAYAGRAJ,UP,211002,India
,,,,AHMEDABAD,GJ,382421,India
255,SECTOR 8 IMT MANESAR,,SECTOR 8 IMT MANESAR,GURGAON,,122051,India
4,ROAD NO.,K11 FITNESS ACADEMY,,MUMBAI,,400055,India
13,,,,VAPI,,396195,India
,,,,JABALPUR,,482002,India
14,"STHA, SECTOR 26",,SECTOR 26,PUNE,,411044,India
3,,,,HYDERABAD,TS,500033,India
453/2/2,,BHAKTI CIRCLE,,AHMEDABAD,GJ,382350,India
M-283,,,,AKOLA,MH,444104,India
3025,,,UDYOGNAGAR KALAVAD JAMNAGAR,JAMNAGAR,GJ,361004,India
69,,,,KACHEEPURAM IN-TN IN 602105,TN,602105,India
,"ROAD, STRIES",,,NASHIK,MH,422007,India
C-602,ROAD,DIVYA BHASKAR OFFICE,,AHMEDABAD,GJ,382210,India
105,,,PLOT NO. D-3 KARAMPURA COMMERCIAL COMPLEX MOTI NAGAR,NEW DELHI,DL,110015,India
,ROAD,PUBLIC DISTRIBUTION CENTRE MENONPARA PALAKKAD IN-KA IN 678556,,RIBUTION CENTRE MENONPARA PALAKKAD IN-KA IN 678556,KA,678556,India
398,ROAD,,,SUBARNAPUR,OD,767045,India
,STEP CLUB LTD,NIKITA PARK BEHIND TIRATH NAGAR SOCIETY,NEAR NIKITA PARK BEHIND TIRATH NAGAR,AHMEDABAD,GJ,380061,India
,,,,SONIPAT,HR,131402,India
,,SUB JAIL,VIDYA NAGAR,NALGONDA,TS,508208,India
3,"RD, STIGE SIGMA",,,BANGALORE,KA,560001,India
,SECTOR 70 GURUGRAM IN-HR IN 122101,,SECTOR 70 GURUGRAM IN-HR IN 122101,GURUGRAM,HR,122101,India
,,,,MUMBAI,MH,400007,India
T-28,RD FLOOR,,,DELHI,DL,110092,India
59,,,JAYALAKSHMI NAGAR,HYDERABAD,TS,502032,India
56/11,SECTOR 19 DWARKA IN-DL IN 110075,SHIV MANDHIR,SECTOR 19 DWARKA IN-DL IN 110075,DWARKA,DL,110075,India
,ROAD,,,CHHINDWARA,MP,480106,India
01,"ROAD BANGALORE IYENGAR BAKERY, ROAD",,,BANGALORE,MH,400615,India
,,,EKTA ENCLAVE,NEW DELHI,DL,110087,India
11,ST FLOOR,DLF TOWER B JASOLA,,NEW DELHI,DL,110025,India
7,RD NO.  TUFANGUNJ,,,TUFANGUNJ,WB,736159,India
247,ROAD,,UDHAM SINGH NAGAR,RUDRAPUR,UK,263153,India
3,RD NO,,HANUMAN NAGAR VAISHALI NAGAR,JAIPUR,RJ,302021,India
,,,GOMTINAGAR,LUCKNOW,UP,226010,India
691,SECTOR-28 ROHINI BADLI NORTH WEST DELHI DELHI IN-HR IN 110042,,SECTOR-28 ROHINI BADLI NORTH WEST DELHI DELHI IN-HR IN 110042,DELHI,HR,110042,India
,,,,DELHI,DL,110005,India
,ST DELHI,,KUNDAN NAGAR LAXMI NAGAR,DELHI,DL,110092,India
,,,,HYDERABAD,TS,500082,India
E-99,,,LAJPAT NAGAR,NEW DELHI,DL,110024,India
1,ROAD,,,CHENNAI,,600031,India
,ROAD BALLYGUNGE PARK,,,KOLKATA,WB,700019,India
2-16-1400/10,"ROAD, CROSS ROAD",,,MANGALORE,KA,575004,India
,,,,KOPPAL,KA,583237,India
517,,,LAXMANPURI EXTENSION,LUCKNOW,UP,226016,India
H-113,,,,JAIPUR,RJ,302015,India
,,,NEW ADDRESH 126/57 ABUBAKARPUR PREETAM NAGAR,PRAYAGRAJ,UP,211002,India
,ROAD,,,PUNE,MH,411001,India
,,,,RAIGANJ,,733130,India
31/1D,,,,CHITTOOR,AP,515004,India
R-58,ST FLOOR,,TRANSPORT NAGAR,FARIDABAD,HR,121004,India
,,,,HYDERABAD,,500029,India
,,,,JAMUI,BR,811314,India
25,,,HOUSE NO.  HAKIKAT NAGAR,DELHI,DL,110009,India
1,STREET NO. TTD TEMPLE BACK SIDE HIMAYATH,,3-6-369/A/7 STREET NO. TTD TEMPLE BACK SIDE HIMAYATH NAGAR,HYDERABAD,,500029,India
168,SECTOR 58,,SECTOR 58,FARIDABAD,,121004,India
1-355/2,,,,AVANIGADDA,,521121,India
,,,,PILIBHIT,UP,262122,India
C-31,,,,MUMBAI,MH,400051,India
,ST,,,BANGALORE,KA,560064,India
1,ROAD,,,NANDURBAR,MH,425409,India
,,,,DELHI,DL,110002,India
,,,,GWALIOR,MP,474002,India
,,,,FATEHPUR,UP,212601,India
,ROAD,,,DELHI,WB,712203,India
2,,BYPASS ROAD AGARRU RAOAD POOLAPALLI PALAKOL IN-AP IN 53460,,PALAKOL,AP,534260,India
,,,,A SCHOOL RAJKOT IN-GJ IN 360001,GJ,360001,India
104,ROAD,,,HYDERABAD,TS,500082,India
R-13,,,,MUMBAI,MH,400025,India
501/1,,,PHASE,AHMEDABAD,GJ,382330,India
2-B,"ROAD OPP. MERCEDES BENZ CHOWK, SECTOR-13",,SECTOR-13,PUNE,MH,411019,India
F-01,"ROAD, SECTOR-48",,SECTOR-48,GURGAON,HR,122001,India
,"ROAD, ST FLOOR",,,KOCHI,KL,682003,India
,ST PARMANAND,TAGORE PARK,WEST PARMANAND COLONY,NEW DELHI,DL,110009,India
206,RD 12 B GANDHIDHAM,,,GANDHIDHAM,GJ,370201,India
80/4,"ROAD, ST FLOOR",,TRANSPORT NAGAR,JABALPUR,MH,441104,India
,ST OFFICE DEFENCE,,2 FREINDS ENCLAVE SHAH NAGAR POST OFFICE DEFENCE COLONY,DEHRADUN,,248001,India
,STREET,,,CHENNAI,TN,600079,India
204,"RDENS PLOT NO. 10, SECTOR - 6 KHARGHAR",,SECTOR - 6 KHARGHAR,NAVI MUMBAI,MH,410210,India
,ROAD,,,HAJIPUR,BR,844101,India
,,,,INDORE,MP,452001,India
14C,SECTOR-19 GROMA HOUSE,,SECTOR-19 GROMA HOUSE,THANE,MH,400703,India
614/2371,,,,CUTTACK,OD,753003,India
5/1,,,,CHEEKA,HR,136034,India
,"ROAD, ST FLOOR",,,MANDYA,KA,571403,India
23/55,ST STREET,,ANNAMALAI NAGAR,CHENNAI,TN,600033,India
47,,RAMDEV BEDWA ANAND IN-GJ IN 388320,,ANAND,GJ,388320,India
T-400,,,,MUMBAI,MH,400025,India
,ROAD,,,MUMBAI,MH,400004,India
,"ROAD KANDIVALI (WEST), ST)",,,MUMBAI,MH,400067,India
P-2,STRIAL AREA,,,JAIPUR,RJ,303712,India
2,ROAD NO-1,,,INDORE,MP,452007,India
,,,,HOWRAH,WB,711108,India
145,,,NPS NAGAR,COIMBATORE,TN,641062,India
,,,,ALAPPUZHA,KL,688522,India
,ROAD,,,PUNE,MH,411001,India
,"ROAD, ST BENGAL",,,KOLKATA,WB,700014,India
,"ROAD, STIAN BASTI",,,GUWAHATI,AS,781005,India
,,,BLOCK R NEW ALIPORE FLAT A1 FIRST FLOOR KOLKATA KOLKATA IN-WB IN 700053,KOLKATA,WB,700053,India
867,,,,RAMGARH,JH,825101,India
A-710,,,,THANE,MH,400710,India
619,ROAD NO. 44,,,DELHI,DL,110034,India
,,,,DELHI,DL,110005,India
78,,,,HYDERABAD,TS,500096,India
81,"ROAD, ST FLOOR",,,BENGALURU,KA,560064,India
,ROAD,,,AHMEDABAD,GJ,380058,India
,STREET,SEETHEPALLIVARI KALYANAMANDAPAM 1-3/26-13/6C,,VIJAYAWADA,AP,520012,India
,ROAD,,,KARNAL,HR,132039,India
P-3,ROAD,,,KOLKATA,WB,700073,India
,STREET,LAKHARA CHOWK,,BIKANER,RJ,334803,India
G-152,,,VUDA PHASE,VISAKHAPATNAM,AP,530046,India
1-4-176/1,STAMMA RESIDENTIAL COMPLEX OLD ALWAL,,SECUNDERABAD IN-TS IN 500010,SECUNDERABAD,TS,500010,India
,"RD FLOOR, STITUTE, SECTOR 53 NEXT TO SECTOR 54",IILM INSTITUTE,SECTOR 53 NEXT TO SECTOR 54,GURGAON,HR,122002,India
,,MANDI GATE,NAINAGAR,MORENA,MP,476001,India
,,,,THIRUVANANTHAPURAM,KL,695013,India
,,,,BARUTIA,WB,731218,India
3073RD,"RD NO. III, ROAD",,,DELHI,DL,110006,India
,,,,. BEED KAIJ IN-MH IN 431123,MH,431123,India
,,,,NAVI MUMBAI,MH,400703,India
,,,,MEERUT,UP,250001,India
,ROAD,,,CHENNAI,TN,600106,India
43,,GUPTA RESORTS JAMMU IN-JK IN 180006,,JAMMU,JK,180006,India
B-544,ST FLOOR,,NEW FRIENDS COLONY,NEW DELHI,DL,110025,India
,,,MIDC AHMEDNAGAR,AHMEDNAGAR,MH,414111,India
,,,,AHMEDABAD,GJ,380009,India
,,,,AHMEDABAD,GJ,380009,India
A-101,ST FLOOR,UTRAN POWER HOUSE UTRAN-KAPODRA BRIDGE,,SURAT,GJ,394101,India
,,,,SILIGURI,WB,734003,India
200/1B,,,,TIRUPPUR,TN,641667,India
,RDHARA CIRCLE,,,AHMEDABAD,GJ,380054,India
1-B,"ROAD OPP. BHARTHANA PRIMARY SCHOOL, ST FLOOR",,BLOCK NO. 81/B EN-VISION TECH HOUSE,SURAT,GJ,395007,India
13,SECTOR-8 KACHCHH GANDHIDHAM IN-GJ IN 370201,,SECTOR-8 KACHCHH GANDHIDHAM IN-GJ IN 370201,GANDHIDHAM,GJ,370201,India
10/513/30,"RD NO., ROAD",,,KOLHAPUR,MH,416115,India
,,,,JALPAIGURI,WB,735224,India
,SECTOR V BIDHAN NAGAR CK MARKET,,SECTOR V BIDHAN NAGAR,SALTLAKE,WB,700091,India
